date,building_name,user_type,cluster
2024-04-11,DU_5,consumer,2
2024-04-12,DU_5,consumer,3
2024-04-13,DU_5,consumer,3
2024-04-14,DU_5,consumer,0
2024-04-15,DU_5,consumer,4
2024-04-16,DU_5,consumer,0
2024-04-17,DU_5,consumer,4
2024-04-18,DU_5,consumer,0
2024-04-19,DU_5,consumer,0
2024-04-20,DU_5,consumer,2
2024-04-21,DU_5,consumer,4
2024-04-22,DU_5,consumer,0
2024-04-23,DU_5,consumer,0
2024-04-24,DU_5,consumer,0
2024-04-25,DU_5,consumer,4
2024-04-26,DU_5,consumer,4
2024-04-27,DU_5,consumer,4
2024-04-28,DU_5,consumer,1
2024-04-29,DU_5,consumer,0
2024-04-30,DU_5,consumer,2
2024-05-01,DU_5,consumer,3
2024-05-02,DU_5,consumer,3
2024-05-03,DU_5,consumer,0
2024-05-04,DU_5,consumer,2
2024-05-05,DU_5,consumer,0
2024-05-06,DU_5,consumer,0
2024-05-07,DU_5,consumer,4
2024-05-08,DU_5,consumer,1
2024-05-09,DU_5,consumer,3
2024-05-10,DU_5,consumer,4
2024-05-11,DU_5,consumer,0
2024-05-12,DU_5,consumer,4
2024-05-13,DU_5,consumer,2
2024-05-14,DU_5,consumer,2
2024-05-15,DU_5,consumer,0
2024-05-16,DU_5,consumer,1
2024-05-17,DU_5,consumer,0
2024-05-18,DU_5,consumer,0
2024-05-19,DU_5,consumer,2
2024-05-20,DU_5,consumer,4
2024-05-21,DU_5,consumer,3
2024-05-22,DU_5,consumer,1
2024-05-23,DU_5,consumer,4
2024-05-24,DU_5,consumer,0
2024-05-25,DU_5,consumer,3
2024-05-26,DU_5,consumer,2
2024-05-27,DU_5,consumer,0
2024-05-28,DU_5,consumer,1
2024-05-29,DU_5,consumer,3
2024-05-30,DU_5,consumer,1
2024-05-31,DU_5,consumer,1
2024-03-04,DU_6,consumer,1
2024-03-05,DU_6,consumer,3
2024-03-06,DU_6,consumer,3
2024-03-07,DU_6,consumer,3
2024-03-08,DU_6,consumer,3
2024-03-09,DU_6,consumer,4
2024-03-10,DU_6,consumer,3
2024-03-11,DU_6,consumer,3
2024-03-12,DU_6,consumer,4
2024-03-13,DU_6,consumer,2
2024-03-14,DU_6,consumer,2
2024-03-15,DU_6,consumer,1
2024-03-16,DU_6,consumer,2
2024-03-17,DU_6,consumer,1
2024-03-18,DU_6,consumer,2
2024-03-19,DU_6,consumer,2
2024-03-20,DU_6,consumer,2
2024-03-21,DU_6,consumer,2
2024-03-22,DU_6,consumer,1
2024-03-23,DU_6,consumer,3
2024-03-24,DU_6,consumer,0
2024-03-25,DU_6,consumer,2
2024-03-26,DU_6,consumer,0
2024-03-27,DU_6,consumer,3
2024-03-28,DU_6,consumer,2
2024-03-29,DU_6,consumer,2
2024-03-30,DU_6,consumer,2
2024-03-31,DU_6,consumer,2
2024-04-01,DU_6,consumer,2
2024-04-02,DU_6,consumer,2
2024-04-03,DU_6,consumer,1
2024-04-04,DU_6,consumer,3
2024-04-05,DU_6,consumer,0
2024-04-06,DU_6,consumer,4
2024-04-07,DU_6,consumer,1
2024-04-08,DU_6,consumer,0
2024-04-09,DU_6,consumer,1
2024-04-10,DU_6,consumer,4
2024-04-11,DU_6,consumer,1
2024-04-12,DU_6,consumer,4
2024-04-13,DU_6,consumer,4
2024-04-14,DU_6,consumer,4
2024-04-15,DU_6,consumer,0
2024-04-16,DU_6,consumer,4
2024-04-17,DU_6,consumer,2
2024-04-18,DU_6,consumer,1
2024-04-19,DU_6,consumer,3
2024-04-20,DU_6,consumer,3
2024-04-21,DU_6,consumer,3
2024-04-22,DU_6,consumer,3
2024-04-23,DU_6,consumer,3
2024-04-24,DU_6,consumer,3
2024-04-25,DU_6,consumer,3
2024-04-26,DU_6,consumer,3
2024-04-27,DU_6,consumer,4
2024-04-28,DU_6,consumer,1
2024-04-29,DU_6,consumer,2
2024-04-30,DU_6,consumer,2
2024-05-01,DU_6,consumer,2
2024-05-02,DU_6,consumer,1
2024-05-03,DU_6,consumer,2
2024-05-04,DU_6,consumer,2
2024-05-05,DU_6,consumer,2
2024-05-06,DU_6,consumer,1
2024-05-07,DU_6,consumer,3
2024-05-08,DU_6,consumer,3
2024-05-09,DU_6,consumer,3
2024-05-10,DU_6,consumer,1
2024-05-11,DU_6,consumer,1
2024-05-12,DU_6,consumer,1
2024-05-13,DU_6,consumer,1
2024-05-14,DU_6,consumer,3
2024-05-15,DU_6,consumer,1
2024-05-16,DU_6,consumer,3
2024-05-17,DU_6,consumer,3
2024-05-18,DU_6,consumer,3
2024-05-19,DU_6,consumer,3
2024-05-20,DU_6,consumer,3
2024-05-21,DU_6,consumer,3
2024-05-22,DU_6,consumer,3
2024-05-23,DU_6,consumer,3
2024-05-24,DU_6,consumer,3
2024-05-25,DU_6,consumer,3
2024-05-26,DU_6,consumer,3
2024-05-27,DU_6,consumer,3
2024-05-28,DU_6,consumer,3
2024-05-29,DU_6,consumer,3
2024-05-30,DU_6,consumer,3
2024-05-31,DU_6,consumer,3
2024-03-02,DU_8,consumer,0
2024-03-03,DU_8,consumer,3
2024-03-04,DU_8,consumer,0
2024-03-05,DU_8,consumer,0
2024-03-06,DU_8,consumer,2
2024-03-08,DU_8,consumer,3
2024-03-09,DU_8,consumer,3
2024-03-10,DU_8,consumer,4
2024-03-12,DU_8,consumer,3
2024-03-13,DU_8,consumer,3
2024-03-14,DU_8,consumer,0
2024-03-15,DU_8,consumer,0
2024-03-16,DU_8,consumer,3
2024-03-17,DU_8,consumer,1
2024-03-18,DU_8,consumer,3
2024-03-19,DU_8,consumer,2
2024-03-20,DU_8,consumer,3
2024-03-21,DU_8,consumer,2
2024-03-22,DU_8,consumer,0
2024-03-23,DU_8,consumer,3
2024-03-24,DU_8,consumer,0
2024-03-25,DU_8,consumer,4
2024-03-26,DU_8,consumer,1
2024-03-27,DU_8,consumer,0
2024-03-28,DU_8,consumer,0
2024-03-29,DU_8,consumer,1
2024-03-30,DU_8,consumer,4
2024-03-31,DU_8,consumer,2
2024-04-01,DU_8,consumer,2
2024-04-02,DU_8,consumer,2
2024-04-03,DU_8,consumer,1
2024-04-04,DU_8,consumer,1
2024-04-05,DU_8,consumer,0
2024-04-06,DU_8,consumer,0
2024-04-07,DU_8,consumer,0
2024-04-08,DU_8,consumer,0
2024-04-09,DU_8,consumer,2
2024-04-10,DU_8,consumer,4
2024-04-11,DU_8,consumer,0
2024-04-12,DU_8,consumer,3
2024-04-13,DU_8,consumer,0
2024-04-14,DU_8,consumer,2
2024-04-15,DU_8,consumer,2
2024-04-16,DU_8,consumer,0
2024-04-17,DU_8,consumer,1
2024-04-18,DU_8,consumer,2
2024-04-19,DU_8,consumer,1
2024-04-20,DU_8,consumer,1
2024-04-21,DU_8,consumer,0
2024-04-22,DU_8,consumer,2
2024-04-23,DU_8,consumer,2
2024-04-24,DU_8,consumer,2
2024-04-25,DU_8,consumer,2
2024-04-26,DU_8,consumer,2
2024-04-27,DU_8,consumer,1
2024-04-28,DU_8,consumer,2
2024-04-29,DU_8,consumer,2
2024-04-30,DU_8,consumer,1
2024-05-01,DU_8,consumer,3
2024-05-02,DU_8,consumer,4
2024-05-03,DU_8,consumer,1
2024-05-04,DU_8,consumer,1
2024-05-05,DU_8,consumer,1
2024-05-06,DU_8,consumer,2
2024-05-07,DU_8,consumer,4
2024-05-08,DU_8,consumer,1
2024-05-09,DU_8,consumer,2
2024-05-10,DU_8,consumer,1
2024-05-11,DU_8,consumer,0
2024-05-12,DU_8,consumer,0
2024-05-13,DU_8,consumer,1
2024-05-14,DU_8,consumer,1
2024-05-15,DU_8,consumer,2
2024-05-19,DU_8,consumer,0
2024-05-20,DU_8,consumer,1
2024-05-21,DU_8,consumer,1
2024-05-22,DU_8,consumer,1
2024-05-23,DU_8,consumer,1
2024-05-24,DU_8,consumer,0
2024-05-25,DU_8,consumer,2
2024-05-26,DU_8,consumer,4
2024-05-27,DU_8,consumer,0
2024-05-29,DU_8,consumer,1
2024-05-30,DU_8,consumer,0
2024-05-31,DU_8,consumer,2
2024-03-02,DU_10,consumer,4
2024-03-03,DU_10,consumer,2
2024-03-04,DU_10,consumer,1
2024-03-05,DU_10,consumer,4
2024-03-06,DU_10,consumer,4
2024-03-07,DU_10,consumer,1
2024-03-08,DU_10,consumer,1
2024-03-09,DU_10,consumer,0
2024-03-10,DU_10,consumer,3
2024-03-11,DU_10,consumer,1
2024-03-12,DU_10,consumer,3
2024-03-13,DU_10,consumer,0
2024-03-14,DU_10,consumer,1
2024-03-15,DU_10,consumer,4
2024-03-16,DU_10,consumer,2
2024-03-17,DU_10,consumer,3
2024-03-18,DU_10,consumer,1
2024-03-19,DU_10,consumer,4
2024-03-20,DU_10,consumer,4
2024-03-21,DU_10,consumer,2
2024-03-22,DU_10,consumer,2
2024-03-23,DU_10,consumer,0
2024-03-24,DU_10,consumer,2
2024-03-25,DU_10,consumer,1
2024-03-26,DU_10,consumer,0
2024-03-27,DU_10,consumer,4
2024-03-28,DU_10,consumer,1
2024-03-29,DU_10,consumer,3
2024-03-30,DU_10,consumer,4
2024-03-31,DU_10,consumer,2
2024-04-01,DU_10,consumer,0
2024-04-02,DU_10,consumer,2
2024-04-03,DU_10,consumer,4
2024-04-04,DU_10,consumer,1
2024-04-05,DU_10,consumer,0
2024-04-06,DU_10,consumer,2
2024-04-07,DU_10,consumer,1
2024-04-08,DU_10,consumer,1
2024-04-09,DU_10,consumer,0
2024-04-10,DU_10,consumer,1
2024-04-11,DU_10,consumer,1
2024-04-12,DU_10,consumer,3
2024-04-13,DU_10,consumer,3
2024-04-14,DU_10,consumer,3
2024-04-15,DU_10,consumer,1
2024-04-16,DU_10,consumer,4
2024-04-17,DU_10,consumer,4
2024-04-18,DU_10,consumer,1
2024-04-19,DU_10,consumer,2
2024-04-20,DU_10,consumer,4
2024-04-21,DU_10,consumer,4
2024-04-22,DU_10,consumer,1
2024-04-23,DU_10,consumer,1
2024-04-24,DU_10,consumer,1
2024-04-25,DU_10,consumer,4
2024-04-26,DU_10,consumer,0
2024-04-27,DU_10,consumer,0
2024-04-28,DU_10,consumer,4
2024-04-29,DU_10,consumer,0
2024-04-30,DU_10,consumer,3
2024-05-01,DU_10,consumer,2
2024-05-02,DU_10,consumer,1
2024-05-03,DU_10,consumer,1
2024-05-04,DU_10,consumer,1
2024-05-05,DU_10,consumer,3
2024-05-06,DU_10,consumer,1
2024-05-07,DU_10,consumer,0
2024-05-08,DU_10,consumer,3
2024-05-09,DU_10,consumer,1
2024-05-10,DU_10,consumer,3
2024-05-11,DU_10,consumer,3
2024-05-12,DU_10,consumer,1
2024-05-13,DU_10,consumer,1
2024-05-14,DU_10,consumer,3
2024-05-15,DU_10,consumer,4
2024-05-16,DU_10,consumer,1
2024-05-17,DU_10,consumer,3
2024-05-18,DU_10,consumer,3
2024-05-19,DU_10,consumer,4
2024-05-20,DU_10,consumer,1
2024-05-21,DU_10,consumer,2
2024-05-22,DU_10,consumer,4
2024-05-23,DU_10,consumer,1
2024-05-24,DU_10,consumer,3
2024-05-25,DU_10,consumer,4
2024-05-26,DU_10,consumer,4
2024-05-27,DU_10,consumer,1
2024-05-28,DU_10,consumer,4
2024-05-29,DU_10,consumer,4
2024-05-30,DU_10,consumer,2
2024-05-31,DU_10,consumer,1
2024-03-01,DU_1,prostormer,3
2024-03-02,DU_1,prostormer,4
2024-03-03,DU_1,prostormer,3
2024-03-04,DU_1,prostormer,3
2024-03-05,DU_1,prostormer,3
2024-03-06,DU_1,prostormer,3
2024-03-07,DU_1,prostormer,3
2024-03-08,DU_1,prostormer,4
2024-03-09,DU_1,prostormer,0
2024-03-10,DU_1,prostormer,3
2024-03-11,DU_1,prostormer,2
2024-03-12,DU_1,prostormer,3
2024-03-13,DU_1,prostormer,4
2024-03-14,DU_1,prostormer,2
2024-03-15,DU_1,prostormer,3
2024-03-16,DU_1,prostormer,0
2024-03-17,DU_1,prostormer,4
2024-03-18,DU_1,prostormer,3
2024-03-19,DU_1,prostormer,0
2024-03-20,DU_1,prostormer,0
2024-03-21,DU_1,prostormer,4
2024-03-22,DU_1,prostormer,0
2024-03-23,DU_1,prostormer,0
2024-03-24,DU_1,prostormer,0
2024-03-25,DU_1,prostormer,3
2024-03-26,DU_1,prostormer,0
2024-03-27,DU_1,prostormer,0
2024-03-28,DU_1,prostormer,4
2024-03-29,DU_1,prostormer,0
2024-03-30,DU_1,prostormer,4
2024-03-31,DU_1,prostormer,0
2024-04-01,DU_1,prostormer,3
2024-04-02,DU_1,prostormer,4
2024-04-03,DU_1,prostormer,4
2024-04-04,DU_1,prostormer,0
2024-04-05,DU_1,prostormer,0
2024-04-06,DU_1,prostormer,0
2024-04-07,DU_1,prostormer,3
2024-04-08,DU_1,prostormer,0
2024-04-09,DU_1,prostormer,0
2024-04-10,DU_1,prostormer,0
2024-04-11,DU_1,prostormer,0
2024-04-12,DU_1,prostormer,0
2024-04-13,DU_1,prostormer,0
2024-04-14,DU_1,prostormer,0
2024-04-15,DU_1,prostormer,0
2024-04-16,DU_1,prostormer,0
2024-04-17,DU_1,prostormer,4
2024-04-18,DU_1,prostormer,3
2024-04-19,DU_1,prostormer,4
2024-04-20,DU_1,prostormer,3
2024-04-21,DU_1,prostormer,0
2024-04-22,DU_1,prostormer,4
2024-04-23,DU_1,prostormer,2
2024-04-24,DU_1,prostormer,4
2024-04-25,DU_1,prostormer,2
2024-04-26,DU_1,prostormer,4
2024-04-27,DU_1,prostormer,4
2024-04-28,DU_1,prostormer,0
2024-04-29,DU_1,prostormer,0
2024-04-30,DU_1,prostormer,0
2024-05-01,DU_1,prostormer,0
2024-05-02,DU_1,prostormer,4
2024-05-03,DU_1,prostormer,0
2024-05-04,DU_1,prostormer,0
2024-05-05,DU_1,prostormer,0
2024-05-06,DU_1,prostormer,0
2024-05-07,DU_1,prostormer,0
2024-05-08,DU_1,prostormer,0
2024-05-09,DU_1,prostormer,0
2024-05-10,DU_1,prostormer,0
2024-05-11,DU_1,prostormer,0
2024-05-12,DU_1,prostormer,0
2024-05-13,DU_1,prostormer,0
2024-05-14,DU_1,prostormer,0
2024-05-15,DU_1,prostormer,0
2024-05-16,DU_1,prostormer,4
2024-05-17,DU_1,prostormer,0
2024-05-18,DU_1,prostormer,0
2024-05-19,DU_1,prostormer,0
2024-05-20,DU_1,prostormer,0
2024-05-21,DU_1,prostormer,0
2024-05-22,DU_1,prostormer,0
2024-05-23,DU_1,prostormer,0
2024-05-24,DU_1,prostormer,0
2024-05-25,DU_1,prostormer,0
2024-05-26,DU_1,prostormer,0
2024-05-27,DU_1,prostormer,0
2024-05-28,DU_1,prostormer,0
2024-05-29,DU_1,prostormer,0
2024-05-30,DU_1,prostormer,0
2024-05-31,DU_1,prostormer,0
2024-03-01,DU_2,prostormer,2
2024-03-02,DU_2,prostormer,1
2024-03-03,DU_2,prostormer,1
2024-03-04,DU_2,prostormer,4
2024-03-05,DU_2,prostormer,0
2024-03-06,DU_2,prostormer,1
2024-03-07,DU_2,prostormer,4
2024-03-08,DU_2,prostormer,0
2024-03-09,DU_2,prostormer,4
2024-03-10,DU_2,prostormer,3
2024-03-11,DU_2,prostormer,2
2024-03-12,DU_2,prostormer,2
2024-03-13,DU_2,prostormer,2
2024-03-14,DU_2,prostormer,0
2024-03-15,DU_2,prostormer,1
2024-03-16,DU_2,prostormer,0
2024-03-17,DU_2,prostormer,0
2024-03-18,DU_2,prostormer,3
2024-03-19,DU_2,prostormer,2
2024-03-20,DU_2,prostormer,3
2024-03-21,DU_2,prostormer,0
2024-03-22,DU_2,prostormer,0
2024-03-23,DU_2,prostormer,0
2024-03-24,DU_2,prostormer,0
2024-03-25,DU_2,prostormer,2
2024-03-26,DU_2,prostormer,3
2024-03-27,DU_2,prostormer,4
2024-03-28,DU_2,prostormer,2
2024-03-29,DU_2,prostormer,0
2024-03-30,DU_2,prostormer,4
2024-03-31,DU_2,prostormer,4
2024-04-01,DU_2,prostormer,1
2024-04-02,DU_2,prostormer,2
2024-04-07,DU_2,prostormer,0
2024-04-08,DU_2,prostormer,2
2024-04-09,DU_2,prostormer,0
2024-04-10,DU_2,prostormer,2
2024-04-11,DU_2,prostormer,2
2024-04-12,DU_2,prostormer,2
2024-04-13,DU_2,prostormer,2
2024-04-14,DU_2,prostormer,0
2024-04-15,DU_2,prostormer,3
2024-04-16,DU_2,prostormer,0
2024-04-17,DU_2,prostormer,4
2024-04-18,DU_2,prostormer,1
2024-04-19,DU_2,prostormer,0
2024-04-20,DU_2,prostormer,2
2024-04-21,DU_2,prostormer,0
2024-04-22,DU_2,prostormer,2
2024-04-23,DU_2,prostormer,0
2024-04-24,DU_2,prostormer,0
2024-04-25,DU_2,prostormer,2
2024-04-26,DU_2,prostormer,0
2024-04-27,DU_2,prostormer,0
2024-04-28,DU_2,prostormer,0
2024-04-29,DU_2,prostormer,0
2024-04-30,DU_2,prostormer,0
2024-05-01,DU_2,prostormer,2
2024-05-02,DU_2,prostormer,2
2024-05-03,DU_2,prostormer,2
2024-05-04,DU_2,prostormer,2
2024-05-05,DU_2,prostormer,2
2024-05-06,DU_2,prostormer,0
2024-05-07,DU_2,prostormer,0
2024-05-08,DU_2,prostormer,4
2024-05-09,DU_2,prostormer,0
2024-05-10,DU_2,prostormer,0
2024-05-11,DU_2,prostormer,0
2024-05-12,DU_2,prostormer,2
2024-05-13,DU_2,prostormer,2
2024-05-14,DU_2,prostormer,4
2024-05-15,DU_2,prostormer,0
2024-05-16,DU_2,prostormer,2
2024-05-17,DU_2,prostormer,0
2024-05-18,DU_2,prostormer,2
2024-05-19,DU_2,prostormer,2
2024-05-20,DU_2,prostormer,0
2024-05-21,DU_2,prostormer,2
2024-05-22,DU_2,prostormer,4
2024-05-23,DU_2,prostormer,0
2024-05-24,DU_2,prostormer,2
2024-05-25,DU_2,prostormer,2
2024-05-26,DU_2,prostormer,1
2024-05-27,DU_2,prostormer,2
2024-05-28,DU_2,prostormer,0
2024-05-29,DU_2,prostormer,4
2024-05-30,DU_2,prostormer,2
2024-05-31,DU_2,prostormer,2
2024-03-01,DU_4,prostormer,4
2024-03-02,DU_4,prostormer,0
2024-03-03,DU_4,prostormer,0
2024-03-04,DU_4,prostormer,0
2024-03-05,DU_4,prostormer,0
2024-03-06,DU_4,prostormer,0
2024-03-07,DU_4,prostormer,0
2024-03-08,DU_4,prostormer,0
2024-03-10,DU_4,prostormer,1
2024-03-11,DU_4,prostormer,0
2024-03-12,DU_4,prostormer,0
2024-03-13,DU_4,prostormer,4
2024-03-14,DU_4,prostormer,4
2024-03-15,DU_4,prostormer,4
2024-03-16,DU_4,prostormer,3
2024-03-17,DU_4,prostormer,3
2024-03-18,DU_4,prostormer,1
2024-03-19,DU_4,prostormer,0
2024-03-20,DU_4,prostormer,4
2024-03-21,DU_4,prostormer,0
2024-03-22,DU_4,prostormer,0
2024-03-23,DU_4,prostormer,0
2024-03-24,DU_4,prostormer,4
2024-03-25,DU_4,prostormer,0
2024-03-26,DU_4,prostormer,4
2024-03-27,DU_4,prostormer,3
2024-03-28,DU_4,prostormer,1
2024-03-29,DU_4,prostormer,0
2024-03-30,DU_4,prostormer,4
2024-03-31,DU_4,prostormer,0
2024-04-01,DU_4,prostormer,0
2024-04-02,DU_4,prostormer,4
2024-04-03,DU_4,prostormer,4
2024-04-04,DU_4,prostormer,4
2024-04-05,DU_4,prostormer,4
2024-04-06,DU_4,prostormer,3
2024-04-07,DU_4,prostormer,0
2024-04-08,DU_4,prostormer,0
2024-04-09,DU_4,prostormer,3
2024-04-10,DU_4,prostormer,0
2024-04-11,DU_4,prostormer,4
2024-04-12,DU_4,prostormer,2
2024-04-13,DU_4,prostormer,4
2024-04-14,DU_4,prostormer,3
2024-04-15,DU_4,prostormer,2
2024-04-16,DU_4,prostormer,0
2024-04-17,DU_4,prostormer,4
2024-04-18,DU_4,prostormer,1
2024-04-19,DU_4,prostormer,4
2024-04-20,DU_4,prostormer,0
2024-04-21,DU_4,prostormer,0
2024-04-22,DU_4,prostormer,0
2024-04-23,DU_4,prostormer,0
2024-04-24,DU_4,prostormer,4
2024-04-25,DU_4,prostormer,4
2024-04-26,DU_4,prostormer,0
2024-04-27,DU_4,prostormer,4
2024-04-28,DU_4,prostormer,2
2024-04-29,DU_4,prostormer,0
2024-04-30,DU_4,prostormer,4
2024-05-01,DU_4,prostormer,4
2024-05-02,DU_4,prostormer,2
2024-05-03,DU_4,prostormer,0
2024-05-04,DU_4,prostormer,0
2024-05-05,DU_4,prostormer,0
2024-05-06,DU_4,prostormer,0
2024-05-07,DU_4,prostormer,0
2024-05-08,DU_4,prostormer,4
2024-05-09,DU_4,prostormer,4
2024-05-10,DU_4,prostormer,4
2024-05-11,DU_4,prostormer,2
2024-05-12,DU_4,prostormer,0
2024-05-13,DU_4,prostormer,0
2024-05-14,DU_4,prostormer,0
2024-05-15,DU_4,prostormer,0
2024-05-16,DU_4,prostormer,0
2024-05-17,DU_4,prostormer,4
2024-05-18,DU_4,prostormer,0
2024-05-19,DU_4,prostormer,0
2024-05-20,DU_4,prostormer,0
2024-05-21,DU_4,prostormer,0
2024-05-22,DU_4,prostormer,4
2024-05-23,DU_4,prostormer,4
2024-05-24,DU_4,prostormer,0
2024-05-25,DU_4,prostormer,0
2024-03-01,DU_7,producer,3
2024-03-02,DU_7,producer,4
2024-03-03,DU_7,producer,3
2024-03-04,DU_7,producer,4
2024-03-05,DU_7,producer,4
2024-03-06,DU_7,producer,3
2024-03-07,DU_7,producer,4
2024-03-08,DU_7,producer,1
2024-03-09,DU_7,producer,4
2024-03-10,DU_7,producer,3
2024-03-11,DU_7,producer,3
2024-03-12,DU_7,producer,4
2024-03-13,DU_7,producer,3
2024-03-14,DU_7,producer,4
2024-03-15,DU_7,producer,3
2024-03-16,DU_7,producer,3
2024-03-17,DU_7,producer,4
2024-03-18,DU_7,producer,3
2024-03-19,DU_7,producer,1
2024-03-20,DU_7,producer,3
2024-03-21,DU_7,producer,3
2024-03-22,DU_7,producer,4
2024-03-23,DU_7,producer,4
2024-03-24,DU_7,producer,4
2024-03-25,DU_7,producer,1
2024-03-26,DU_7,producer,1
2024-03-27,DU_7,producer,3
2024-03-28,DU_7,producer,4
2024-03-29,DU_7,producer,3
2024-03-30,DU_7,producer,4
2024-03-31,DU_7,producer,4
2024-04-01,DU_7,producer,0
2024-04-02,DU_7,producer,0
2024-04-03,DU_7,producer,3
2024-04-04,DU_7,producer,4
2024-04-05,DU_7,producer,1
2024-04-06,DU_7,producer,3
2024-04-07,DU_7,producer,4
2024-04-08,DU_7,producer,4
2024-04-09,DU_7,producer,4
2024-04-10,DU_7,producer,4
2024-04-11,DU_7,producer,4
2024-04-12,DU_7,producer,0
2024-04-13,DU_7,producer,3
2024-04-14,DU_7,producer,4
2024-04-15,DU_7,producer,0
2024-04-16,DU_7,producer,1
2024-04-17,DU_7,producer,1
2024-04-18,DU_7,producer,1
2024-04-19,DU_7,producer,1
2024-04-20,DU_7,producer,1
2024-04-21,DU_7,producer,0
2024-04-22,DU_7,producer,4
2024-04-23,DU_7,producer,0
2024-04-24,DU_7,producer,3
2024-04-25,DU_7,producer,0
2024-04-26,DU_7,producer,0
2024-04-27,DU_7,producer,0
2024-04-28,DU_7,producer,0
2024-04-29,DU_7,producer,0
2024-04-30,DU_7,producer,0
2024-05-01,DU_7,producer,0
2024-05-02,DU_7,producer,4
2024-05-03,DU_7,producer,0
2024-05-04,DU_7,producer,3
2024-05-05,DU_7,producer,0
2024-05-06,DU_7,producer,0
2024-05-07,DU_7,producer,4
2024-05-08,DU_7,producer,3
2024-05-09,DU_7,producer,4
2024-05-10,DU_7,producer,4
2024-05-11,DU_7,producer,3
2024-05-12,DU_7,producer,4
2024-05-13,DU_7,producer,0
2024-05-14,DU_7,producer,1
2024-05-15,DU_7,producer,0
2024-05-16,DU_7,producer,0
2024-05-17,DU_7,producer,0
2024-05-18,DU_7,producer,3
2024-05-19,DU_7,producer,0
2024-05-20,DU_7,producer,4
2024-05-21,DU_7,producer,0
2024-05-22,DU_7,producer,3
2024-05-23,DU_7,producer,0
2024-05-24,DU_7,producer,4
2024-05-25,DU_7,producer,0
2024-05-26,DU_7,producer,4
2024-05-27,DU_7,producer,0
2024-05-28,DU_7,producer,0
2024-05-29,DU_7,producer,0
2024-05-30,DU_7,producer,3
2024-05-31,DU_7,producer,0
2024-03-01,DU_9,producer,3
2024-03-02,DU_9,producer,3
2024-03-03,DU_9,producer,1
2024-03-04,DU_9,producer,0
2024-03-05,DU_9,producer,0
2024-03-06,DU_9,producer,4
2024-03-07,DU_9,producer,0
2024-03-08,DU_9,producer,1
2024-03-09,DU_9,producer,0
2024-03-10,DU_9,producer,1
2024-03-11,DU_9,producer,2
2024-03-12,DU_9,producer,3
2024-03-13,DU_9,producer,4
2024-03-14,DU_9,producer,0
2024-03-15,DU_9,producer,3
2024-03-16,DU_9,producer,2
2024-03-17,DU_9,producer,0
2024-03-18,DU_9,producer,4
2024-03-19,DU_9,producer,4
2024-03-20,DU_9,producer,3
2024-03-21,DU_9,producer,0
2024-03-22,DU_9,producer,4
2024-03-23,DU_9,producer,0
2024-03-24,DU_9,producer,4
2024-03-25,DU_9,producer,4
2024-03-26,DU_9,producer,3
2024-03-27,DU_9,producer,3
2024-03-28,DU_9,producer,1
2024-03-29,DU_9,producer,2
2024-03-30,DU_9,producer,4
2024-03-31,DU_9,producer,4
2024-04-01,DU_9,producer,3
2024-04-02,DU_9,producer,4
2024-04-03,DU_9,producer,4
2024-04-04,DU_9,producer,0
2024-04-05,DU_9,producer,4
2024-04-06,DU_9,producer,0
2024-04-07,DU_9,producer,3
2024-04-08,DU_9,producer,4
2024-04-09,DU_9,producer,4
2024-04-10,DU_9,producer,4
2024-04-11,DU_9,producer,0
2024-04-12,DU_9,producer,0
2024-04-13,DU_9,producer,2
2024-04-14,DU_9,producer,4
2024-04-15,DU_9,producer,4
2024-04-16,DU_9,producer,4
2024-04-17,DU_9,producer,4
2024-04-18,DU_9,producer,0
2024-04-19,DU_9,producer,4
2024-04-20,DU_9,producer,0
2024-04-21,DU_9,producer,1
2024-04-22,DU_9,producer,4
2024-04-23,DU_9,producer,3
2024-04-24,DU_9,producer,0
2024-04-25,DU_9,producer,0
2024-04-26,DU_9,producer,1
2024-04-27,DU_9,producer,0
2024-04-28,DU_9,producer,0
2024-04-29,DU_9,producer,0
2024-04-30,DU_9,producer,0
2024-05-01,DU_9,producer,0
2024-05-02,DU_9,producer,0
2024-05-03,DU_9,producer,4
2024-05-04,DU_9,producer,0
2024-05-05,DU_9,producer,2
2024-05-06,DU_9,producer,2
2024-05-07,DU_9,producer,4
2024-05-08,DU_9,producer,0
2024-05-09,DU_9,producer,0
2024-05-10,DU_9,producer,4
2024-05-11,DU_9,producer,0
2024-05-12,DU_9,producer,4
2024-05-13,DU_9,producer,0
2024-05-14,DU_9,producer,0
2024-05-15,DU_9,producer,0
2024-05-16,DU_9,producer,0
2024-05-17,DU_9,producer,4
2024-05-18,DU_9,producer,0
2024-05-19,DU_9,producer,0
2024-05-20,DU_9,producer,4
2024-05-21,DU_9,producer,4
2024-05-22,DU_9,producer,4
2024-05-23,DU_9,producer,0
2024-05-24,DU_9,producer,3
2024-05-25,DU_9,producer,0
2024-05-26,DU_9,producer,0
2024-05-27,DU_9,producer,0
2024-05-28,DU_9,producer,0
2024-05-29,DU_9,producer,1
2024-05-30,DU_9,producer,0
2024-05-31,DU_9,producer,4
